age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
21,75.4,1.83,44.88,True,Chennai,student,Medium
53,82.3,1.57,58.93,False,Bangalore,self_employed,Medium
48,99.0,1.61,12.99,False,Delhi,self_employed,Medium
36,53.0,1.93,49.6,False,Mumbai,student,Low
78,55.5,1.61,31.46,False,Bangalore,private_sector,Medium
71,64.8,1.8,22.72,False,Mumbai,business_owner,Medium
56,65.0,1.94,7.78,True,Jaipur,retired,High
36,99.9,1.67,44.26,False,Jaipur,business_owner,Medium
56,63.8,1.51,14.53,False,Delhi,unemployed,Medium
84,92.5,1.61,22.6,False,Delhi,business_owner,Medium
62,82.1,1.87,4.22,False,Kolkata,freelancer,Medium
30,88.0,1.89,48.18,False,Jaipur,student,Low
75,107.9,1.85,46.11,True,Ahmedabad,retired,High
37,75.3,1.55,44.15,False,Ahmedabad,business_owner,Medium
78,102.8,1.86,18.32,False,Chennai,retired,Medium
56,76.7,1.91,10.82,True,Jaipur,retired,High
18,71.5,1.77,38.43,False,Mumbai,unemployed,Low
20,116.9,1.92,30.02,False,Mumbai,unemployed,Medium
79,58.8,1.87,11.11,False,Hyderabad,student,Medium
80,51.8,1.8,41.31,False,Bangalore,private_sector,Medium
42,102.8,1.76,59.47,False,Pune,freelancer,Medium
73,50.1,1.66,44.96,False,Ahmedabad,self_employed,Medium
50,107.8,1.57,44.53,False,Delhi,retired,Medium
55,77.8,1.77,57.04,False,Chennai,private_sector,Medium
23,113.7,1.64,12.57,False,Pune,self_employed,Medium
75,99.1,1.89,34.15,True,Lucknow,self_employed,High
61,90.8,1.95,58.79,False,Chennai,freelancer,Medium
62,116.2,1.84,10.33,False,Lucknow,student,Medium
49,74.7,1.54,42.16,False,Jaipur,self_employed,Medium
62,116.6,1.63,35.36,True,Lucknow,freelancer,High
78,55.1,1.55,35.4,False,Lucknow,self_employed,Medium
